"orderDate;city;province;product;qty;price"
"2022-11-01;Bekasi;Jawa Barat;SUSU_S;12;4500"
"2022-12-06;Tangerang;Banten;SUSU_A;1;6950"
"2022-12-29;Jakarta Barat;DKI Jakarta;SUSU_A;1;13250"
"2022-12-27;Jakarta Pusat;DKI Jakarta;SUSU_A;2;4500"
"2022-09-26;Yogyakarta;Yogyakarta;SUSU_P;24;9040"
"2022-11-07;Malang;Jawa Timur;SUSU_S;6;13250"
"2022-12-26;Jakarta Selatan;DKI Jakarta;SUSU_H;48;7470"
"2022-08-16;Tangerang;Banten;SUSU_J;12;7400"
"2022-08-02;Depok;Jawa Barat;SUSU_R;1;330"
"2022-10-04;Jakarta Selatan;DKI Jakarta;SUSU_W;2;13250"
"2022-09-18;Surakarta;Jawa Tengah;SUSU_H;1;10450"
"2022-07-25;Surabaya;Jawa Timur;SUSU_W;6;10450"
"2022-11-26;Jakarta Utara;DKI Jakarta;SUSU_P;24;1490"
"2022-12-18;Jakarta Utara;DKI Jakarta;SUSU_R;1;9040"
"2022-12-16;Tangerang;Banten;SUSU_W;4;7470"
"2022-11-29;Jakarta Selatan;DKI Jakarta;SUSU_P;6;4500"
"2022-10-28;Surakarta;Jawa Tengah;SUSU_S;1;8730"
"2022-12-24;Bogor;Jawa Barat;SUSU_R;10;4500"
"2022-10-15;Jakarta Selatan;DKI Jakarta;SUSU_L;1;5900"
"2022-11-14;Surakarta;Jawa Tengah;SUSU_A;1;41950"
"2022-10-07;Jakarta Selatan;DKI Jakarta;SUSU_A;24;2050"
"2022-08-12;Jakarta Pusat;DKI Jakarta;SUSU_W;6;9040"
"2022-08-08;Jakarta Pusat;DKI Jakarta;SUSU_P;24;1130"
"2022-08-29;Surakarta;Jawa Tengah;SUSU_R;5;7470"
"2022-09-15;Malang;Jawa Timur;SUSU_A;8;17450"
"2022-10-22;Tangerang;Banten;SUSU_H;2;7470"
"2022-07-18;Yogyakarta;Yogyakarta;SUSU_L;10;5900"
"2022-12-15;Jakarta Utara;DKI Jakarta;SUSU_P;1;2050"
"2022-09-16;Jakarta Timur;DKI Jakarta;SUSU_R;1;20950"
"2022-09-25;Denpasar;Bali;SUSU_A;10;2990"
"2022-10-20;Jakarta Selatan;DKI Jakarta;SUSU_B;1;4500"
"2022-10-27;Depok;Jawa Barat;SUSU_A;4;6950"
"2022-08-04;Jakarta Selatan;DKI Jakarta;SUSU_S;12;1590"
"2022-10-27;Depok;Jawa Barat;SUSU_W;2;24450"
"2022-10-23;Jakarta Selatan;DKI Jakarta;SUSU_C;2;17450"
"2022-10-06;Depok;Jawa Barat;SUSU_C;1;7470"
"2022-12-15;Jakarta Selatan;DKI Jakarta;SUSU_S;3;17450"
"2022-09-29;Bogor;Jawa Barat;SUSU_R;10;5900"
"2022-11-22;Jakarta Pusat;DKI Jakarta;SUSU_P;12;4500"
"2022-08-30;Denpasar;Bali;SUSU_S;12;4500"
"2022-12-22;Malang;Jawa Timur;SUSU_C;1;4500"
"2022-12-15;Jakarta Pusat;DKI Jakarta;SUSU_C;3;15000"
"2022-11-29;Bekasi;Jawa Barat;SUSU_C;4;5340"
"2022-12-31;Jakarta Utara;DKI Jakarta;SUSU_J;1;1490"
"2022-07-11;Jakarta Selatan;DKI Jakarta;SUSU_A;50;2640"
"2022-07-18;Jakarta Barat;DKI Jakarta;SUSU_S;6;11500"
"2022-12-18;Yogyakarta;Yogyakarta;SUSU_R;48;6390"
"2022-12-30;Malang;Jawa Timur;SUSU_C;4;14650"
"2022-10-28;Jakarta Pusat;DKI Jakarta;SUSU_P;4;17450"
"2022-07-18;Jakarta Selatan;DKI Jakarta;SUSU_A;1;7470"
"2022-11-03;Malang;Jawa Timur;SUSU_P;1;4500"
"2022-10-22;Jakarta Barat;DKI Jakarta;SUSU_B;18;10240"
"2022-08-19;Denpasar;Bali;SUSU_S;12;6950"
"2022-11-17;Bogor;Jawa Barat;SUSU_R;4;330"
"2022-07-04;Jakarta Selatan;DKI Jakarta;SUSU_R;6;9040"
"2022-12-16;Jakarta Pusat;DKI Jakarta;SUSU_C;2;330"
"2022-12-30;Surabaya;Jawa Timur;SUSU_H;12;2400"
"2022-12-08;Jakarta Selatan;DKI Jakarta;SUSU_H;4;22000"
"2022-07-07;Surakarta;Jawa Tengah;SUSU_H;4;5900"
"2022-11-08;Yogyakarta;Yogyakarta;SUSU_S;1;17450"
"2022-08-28;Bekasi;Jawa Barat;SUSU_A;24;2400"
"2022-12-11;Surakarta;Jawa Tengah;SUSU_S;12;330"
"2022-07-14;Semarang;Jawa Tengah;SUSU_B;12;6040"
"2022-08-12;Jakarta Selatan;DKI Jakarta;SUSU_R;1;29000"
"2022-10-21;Jakarta Pusat;DKI Jakarta;SUSU_S;24;2050"
"2022-12-26;Jakarta Selatan;DKI Jakarta;SUSU_S;2;2400"
"2022-12-29;Bandung;Jawa Barat;SUSU_C;2;330"
"2022-11-05;Yogyakarta;Yogyakarta;SUSU_C;12;330"
"2022-12-11;Jakarta Pusat;DKI Jakarta;SUSU_J;7;7400"
"2022-10-15;Jakarta Selatan;DKI Jakarta;SUSU_P;8;6040"
"2022-12-23;Yogyakarta;Yogyakarta;SUSU_S;29;330"
"2022-12-30;Malang;Jawa Timur;SUSU_R;12;7400"
"2022-12-18;Jakarta Selatan;DKI Jakarta;SUSU_P;1;2050"
"2022-12-24;Jakarta Utara;DKI Jakarta;SUSU_J;10;7400"
"2022-10-07;Jakarta Pusat;DKI Jakarta;SUSU_W;6;5200"
"2022-07-31;Bekasi;Jawa Barat;SUSU_C;12;1590"
"2022-12-02;Jakarta Barat;DKI Jakarta;SUSU_P;6;5900"
"2022-12-18;Surakarta;Jawa Tengah;SUSU_P;6;7470"
"2022-10-20;Jakarta Pusat;DKI Jakarta;SUSU_A;1;13250"
"2022-12-22;Malang;Jawa Timur;SUSU_P;12;7470"
"2022-11-26;Bandung;Jawa Barat;SUSU_S;12;4500"
"2022-11-15;Malang;Jawa Timur;SUSU_S;4;13250"
"2022-08-19;Yogyakarta;Yogyakarta;SUSU_R;1;10450"
"2022-12-08;Surakarta;Jawa Tengah;SUSU_R;1;10450"
"2022-10-09;Bogor;Jawa Barat;SUSU_A;36;2400"
"2022-11-25;Jakarta Selatan;DKI Jakarta;SUSU_L;4;13250"
"2022-12-17;Tangerang;Banten;SUSU_S;6;330"
"2022-09-11;Jakarta Utara;DKI Jakarta;SUSU_L;1;5900"
"2022-10-01;Denpasar;Bali;SUSU_B;3;17450"
"2022-12-23;Purwokerto;Jawa Tengah;SUSU_S;2;2400"
"2022-09-02;Surakarta;Jawa Tengah;SUSU_R;5;34940"
"2022-07-14;Malang;Jawa Timur;SUSU_B;20;1590"
"2022-11-17;Jakarta Selatan;DKI Jakarta;SUSU_H;1;15000"
"2022-09-26;Jakarta Selatan;DKI Jakarta;SUSU_J;20;7400"
"2022-12-15;Jakarta Utara;DKI Jakarta;SUSU_S;8;1590"
"2022-11-04;Surakarta;Jawa Tengah;SUSU_P;2;14580"
"2022-12-08;Jakarta Pusat;DKI Jakarta;SUSU_A;1;2050"
"2022-11-26;Jakarta Utara;DKI Jakarta;SUSU_A;7;1590"
"2022-11-20;Jakarta Utara;DKI Jakarta;SUSU_P;3;5200"
"2022-09-10;Denpasar;Bali;SUSU_R;6;7470"
"2022-12-13;Jakarta Pusat;DKI Jakarta;SUSU_A;1;4500"
"2022-12-05;Jakarta Timur;DKI Jakarta;SUSU_H;50;6600"
"2022-12-20;Bogor;Jawa Barat;SUSU_H;4;17450"
"2022-11-24;Jakarta Pusat;DKI Jakarta;SUSU_B;1;15000"
"2022-10-29;Yogyakarta;Yogyakarta;SUSU_B;2;8840"
"2022-11-17;Tangerang;Banten;SUSU_H;3;17450"
"2022-12-16;Jakarta Barat;DKI Jakarta;SUSU_W;25;1590"
"2022-11-29;Jakarta Selatan;DKI Jakarta;SUSU_S;1;2050"
"2022-07-15;Yogyakarta;Yogyakarta;SUSU_H;12;5900"
"2022-11-10;Jakarta Pusat;DKI Jakarta;SUSU_C;6;22000"
"2022-11-17;Bogor;Jawa Barat;SUSU_S;4;7470"
"2022-11-08;Surakarta;Jawa Tengah;SUSU_C;2;7470"
"2022-12-12;Bogor;Jawa Barat;SUSU_W;24;4500"
"2022-07-31;Jakarta Timur;DKI Jakarta;SUSU_A;1;7470"
"2022-11-11;Bogor;Jawa Barat;SUSU_W;25;1590"
"2022-09-19;Jakarta Utara;DKI Jakarta;SUSU_C;3;330"
"2022-08-21;Bekasi;Jawa Barat;SUSU_J;10;7400"
"2022-12-12;Depok;Jawa Barat;SUSU_A;3;3030"
"2022-07-31;Jakarta Barat;DKI Jakarta;SUSU_A;1;5900"
"2022-11-05;Jakarta Selatan;DKI Jakarta;SUSU_P;1;5900"
"2022-12-23;Jakarta Selatan;DKI Jakarta;SUSU_A;2;17450"
"2022-12-11;Yogyakarta;Yogyakarta;SUSU_L;10;5900"
"2022-07-14;Jakarta Timur;DKI Jakarta;SUSU_S;12;5900"
"2022-08-09;Yogyakarta;Yogyakarta;SUSU_R;2;3450"
"2022-09-26;Yogyakarta;Yogyakarta;SUSU_R;6;17450"
"2022-08-15;Jakarta Selatan;DKI Jakarta;SUSU_H;12;10450"
"2022-10-23;Jakarta Utara;DKI Jakarta;SUSU_C;1;6950"
"2022-08-01;Jakarta Barat;DKI Jakarta;SUSU_R;2;3450"
"2022-12-05;Jakarta Pusat;DKI Jakarta;SUSU_H;4;13250"
"2022-09-10;Jakarta Pusat;DKI Jakarta;SUSU_R;10;790"
"2022-12-25;Yogyakarta;Yogyakarta;SUSU_A;3;2050"
"2022-10-22;Yogyakarta;Yogyakarta;SUSU_S;2;1590"
"2022-08-07;Jakarta Barat;DKI Jakarta;SUSU_R;25;1590"
"2022-10-31;Malang;Jawa Timur;SUSU_H;2;7470"
"2022-07-04;Jakarta Barat;DKI Jakarta;SUSU_L;2;4500"
"2022-11-13;Jakarta Barat;DKI Jakarta;SUSU_S;4;20950"
"2022-07-15;Jakarta Selatan;DKI Jakarta;SUSU_S;24;4500"
"2022-08-06;Tangerang;Banten;SUSU_L;12;5900"
"2022-07-31;Jakarta Selatan;DKI Jakarta;SUSU_P;24;2050"
"2022-11-28;Bandung;Jawa Barat;SUSU_A;6;4500"
"2022-10-14;Jakarta Utara;DKI Jakarta;SUSU_B;12;4500"
"2022-09-26;Bekasi;Jawa Barat;SUSU_W;25;1590"
"2022-08-08;Jakarta Selatan;DKI Jakarta;SUSU_R;1;29870"
"2022-12-04;Bekasi;Jawa Barat;SUSU_J;20;7400"
"2022-12-29;Yogyakarta;Yogyakarta;SUSU_A;4;2050"
"2022-10-23;Yogyakarta;Yogyakarta;SUSU_C;30;2640"
"2022-07-18;Jakarta Barat;DKI Jakarta;SUSU_J;10;7400"
"2022-12-17;Tangerang;Banten;SUSU_S;5;15000"
"2022-11-27;Bandung;Jawa Barat;SUSU_C;48;1490"
"2022-12-13;Jakarta Pusat;DKI Jakarta;SUSU_S;4;2400"
"2022-10-21;Surakarta;Jawa Tengah;SUSU_A;4;5830"
"2022-12-15;Jakarta Selatan;DKI Jakarta;SUSU_L;2;5900"
"2022-07-18;Jakarta Selatan;DKI Jakarta;SUSU_S;3;17450"
"2022-12-02;Jakarta Barat;DKI Jakarta;SUSU_C;24;790"
"2022-08-18;Jakarta Timur;DKI Jakarta;SUSU_P;1;4500"
"2022-12-16;Surakarta;Jawa Tengah;SUSU_B;6;1590"
"2022-08-02;Depok;Jawa Barat;SUSU_S;8;5900"
"2022-09-15;Surakarta;Jawa Tengah;SUSU_W;1;9040"
"2022-07-19;Jakarta Pusat;DKI Jakarta;SUSU_P;2;26370"
"2022-10-08;Yogyakarta;Yogyakarta;SUSU_R;6;10450"
"2022-08-02;Malang;Jawa Timur;SUSU_J;10;7400"
"2022-11-11;Denpasar;Bali;SUSU_B;3;17450"
"2022-08-19;Purwokerto;Jawa Tengah;SUSU_H;12;4500"
"2022-11-26;Jakarta Selatan;DKI Jakarta;SUSU_W;3;29000"
"2022-12-19;Surabaya;Jawa Timur;SUSU_C;1;14650"
"2022-09-17;Jakarta Selatan;DKI Jakarta;SUSU_R;10;5900"
"2022-09-05;Tangerang;Banten;SUSU_P;2;1130"
"2022-10-11;Jakarta Pusat;DKI Jakarta;SUSU_J;20;7400"
"2022-07-26;Jakarta Selatan;DKI Jakarta;SUSU_S;2;1590"
"2022-10-20;Purwokerto;Jawa Tengah;SUSU_A;24;6040"
"2022-11-06;Semarang;Jawa Tengah;SUSU_C;4;4500"
"2022-07-14;Tangerang;Banten;SUSU_S;1;17450"
"2022-11-11;Jakarta Utara;DKI Jakarta;SUSU_B;2;13250"
"2022-08-08;Jakarta Selatan;DKI Jakarta;SUSU_S;2;14650"
"2022-10-20;Jakarta Timur;DKI Jakarta;SUSU_P;1;1490"
"2022-12-03;Tangerang;Banten;SUSU_J;1;7400"
"2022-07-25;Jakarta Selatan;DKI Jakarta;SUSU_C;1;17450"
"2022-08-21;Jakarta Utara;DKI Jakarta;SUSU_J;10;7400"
"2022-11-24;Purwokerto;Jawa Tengah;SUSU_S;10;2400"
"2022-11-04;Jakarta Barat;DKI Jakarta;SUSU_B;3;8840"
"2022-10-30;Jakarta Pusat;DKI Jakarta;SUSU_R;1;44750"
"2022-11-20;Bogor;Jawa Barat;SUSU_S;1;34940"
"2022-09-11;Jakarta Selatan;DKI Jakarta;SUSU_W;2;34940"
"2022-12-31;Jakarta Selatan;DKI Jakarta;SUSU_P;2;1490"
"2022-10-07;Bogor;Jawa Barat;SUSU_W;4;15000"
"2022-08-29;Jakarta Barat;DKI Jakarta;SUSU_P;12;4500"
"2022-07-29;Jakarta Barat;DKI Jakarta;SUSU_A;1;27950"
"2022-10-29;Jakarta Selatan;DKI Jakarta;SUSU_W;6;10450"
"2022-12-03;Tangerang;Banten;SUSU_J;10;7400"
"2022-12-26;Jakarta Selatan;DKI Jakarta;SUSU_W;8;10240"
"2022-10-16;Jakarta Timur;DKI Jakarta;SUSU_L;10;5900"
"2022-11-01;Denpasar;Bali;SUSU_R;6;10450"
"2022-07-17;Depok;Jawa Barat;SUSU_B;25;1590"
"2022-09-11;Tangerang;Banten;SUSU_S;1;6950"
"2022-11-07;Jakarta Selatan;DKI Jakarta;SUSU_A;12;3030"
"2022-12-05;Depok;Jawa Barat;SUSU_R;12;4500"
"2022-07-21;Surakarta;Jawa Tengah;SUSU_L;3;5900"
"2022-10-11;Jakarta Pusat;DKI Jakarta;SUSU_J;20;7400"
"2022-07-22;Jakarta Utara;DKI Jakarta;SUSU_B;2;330"
"2022-12-30;Jakarta Barat;DKI Jakarta;SUSU_C;12;1490"
"2022-12-20;Jakarta Pusat;DKI Jakarta;SUSU_R;12;9040"
"2022-10-30;Jakarta Pusat;DKI Jakarta;SUSU_S;4;13950"
"2022-08-30;Jakarta Timur;DKI Jakarta;SUSU_S;3;5200"
"2022-08-13;Malang;Jawa Timur;SUSU_C;1;5200"
"2022-08-11;Depok;Jawa Barat;SUSU_P;40;9040"
"2022-10-25;Malang;Jawa Timur;SUSU_P;12;6950"
"2022-11-03;Jakarta Barat;DKI Jakarta;SUSU_W;22;1130"
"2022-07-22;Jakarta Pusat;DKI Jakarta;SUSU_S;5;860"
"2022-12-27;Jakarta Pusat;DKI Jakarta;SUSU_A;1;6950"
"2022-10-03;Yogyakarta;Yogyakarta;SUSU_R;6;17450"
"2022-12-18;Tangerang;Banten;SUSU_L;10;5900"
"2022-11-03;Jakarta Selatan;DKI Jakarta;SUSU_C;3;5900"
"2022-12-12;Jakarta Selatan;DKI Jakarta;SUSU_R;4;15000"
"2022-12-02;Tangerang;Banten;SUSU_P;1;2050"
"2022-07-05;Denpasar;Bali;SUSU_R;6;29000"
"2022-08-02;Bogor;Jawa Barat;SUSU_S;3;10450"
"2022-12-30;Surakarta;Jawa Tengah;SUSU_C;5;26230"
"2022-12-13;Jakarta Timur;DKI Jakarta;SUSU_W;6;27950"
"2022-07-02;Jakarta Pusat;DKI Jakarta;SUSU_W;25;1590"
"2022-10-07;Jakarta Selatan;DKI Jakarta;SUSU_W;12;330"
"2022-07-14;Jakarta Selatan;DKI Jakarta;SUSU_J;10;7400"
"2022-12-18;Depok;Jawa Barat;SUSU_C;2;17450"
"2022-10-17;Depok;Jawa Barat;SUSU_B;12;1490"
"2022-12-19;Jakarta Utara;DKI Jakarta;SUSU_W;6;10450"
"2022-12-12;Jakarta Selatan;DKI Jakarta;SUSU_W;2;6950"
"2022-11-15;Malang;Jawa Timur;SUSU_W;6;17450"
"2022-11-01;Surakarta;Jawa Tengah;SUSU_P;2;2050"
"2022-10-10;Bogor;Jawa Barat;SUSU_H;6;10450"
"2022-07-02;Surakarta;Jawa Tengah;SUSU_S;13;5200"
"2022-10-11;Jakarta Utara;DKI Jakarta;SUSU_A;24;2050"
"2022-10-21;Yogyakarta;Yogyakarta;SUSU_H;2;7470"
"2022-11-27;Yogyakarta;Yogyakarta;SUSU_W;24;9040"
"2022-11-27;Bandung;Jawa Barat;SUSU_H;1;17450"
"2022-10-13;Depok;Jawa Barat;SUSU_P;1;26370"
"2022-10-14;Jakarta Pusat;DKI Jakarta;SUSU_S;16;3030"
"2022-12-26;Jakarta Utara;DKI Jakarta;SUSU_A;16;6040"
"2022-12-23;Jakarta Barat;DKI Jakarta;SUSU_P;12;5900"
"2022-12-03;Bekasi;Jawa Barat;SUSU_B;4;13250"
"2022-11-28;Malang;Jawa Timur;SUSU_B;84;11990"
"2022-12-17;Malang;Jawa Timur;SUSU_S;12;7400"
"2022-09-05;Tangerang;Banten;SUSU_R;1;4500"
"2022-08-07;Jakarta Pusat;DKI Jakarta;SUSU_H;12;5900"
"2022-10-18;Jakarta Selatan;DKI Jakarta;SUSU_W;25;1590"
"2022-10-07;Jakarta Selatan;DKI Jakarta;SUSU_C;4;13950"
"2022-10-24;Malang;Jawa Timur;SUSU_R;6;4500"
"2022-10-21;Jakarta Pusat;DKI Jakarta;SUSU_P;3;1490"
"2022-12-02;Denpasar;Bali;SUSU_P;1;63120"
"2022-12-01;Depok;Jawa Barat;SUSU_C;1;1130"
"2022-12-12;Jakarta Timur;DKI Jakarta;SUSU_C;1;14650"
"2022-09-22;Jakarta Selatan;DKI Jakarta;SUSU_W;4;10450"
"2022-08-07;Jakarta Utara;DKI Jakarta;SUSU_S;8;5900"
"2022-10-11;Jakarta Barat;DKI Jakarta;SUSU_P;12;330"
"2022-08-09;Jakarta Barat;DKI Jakarta;SUSU_J;2;7400"
"2022-07-10;Tangerang;Banten;SUSU_S;48;13250"
"2022-12-18;Surakarta;Jawa Tengah;SUSU_C;5;3030"
"2022-09-29;Bandung;Jawa Barat;SUSU_B;1;5900"
"2022-10-28;Bekasi;Jawa Barat;SUSU_R;3;4500"
"2022-12-19;Bandung;Jawa Barat;SUSU_C;4;7470"
"2022-11-21;Bogor;Jawa Barat;SUSU_S;3;15000"
"2022-11-14;Yogyakarta;Yogyakarta;SUSU_H;1;15000"
"2022-11-06;Jakarta Utara;DKI Jakarta;SUSU_B;3;17450"
"2022-12-10;Jakarta Pusat;DKI Jakarta;SUSU_H;1;4500"
"2022-11-14;Yogyakarta;Yogyakarta;SUSU_L;1;22000"
"2022-11-01;Jakarta Pusat;DKI Jakarta;SUSU_S;8;3030"
"2022-11-07;Bandung;Jawa Barat;SUSU_A;3;2890"
"2022-10-18;Jakarta Pusat;DKI Jakarta;SUSU_S;8;3030"
"2022-12-15;Bogor;Jawa Barat;SUSU_P;2;5900"
"2022-10-22;Jakarta Pusat;DKI Jakarta;SUSU_H;24;5900"
"2022-11-14;Jakarta Timur;DKI Jakarta;SUSU_R;12;4500"
"2022-11-03;Jakarta Selatan;DKI Jakarta;SUSU_P;5;1590"
"2022-11-21;Jakarta Selatan;DKI Jakarta;SUSU_S;1;330"
"2022-09-08;Semarang;Jawa Tengah;SUSU_P;4;2050"
"2022-11-27;Purwokerto;Jawa Tengah;SUSU_R;24;6390"
"2022-12-18;Malang;Jawa Timur;SUSU_S;1;860"
"2022-12-12;Semarang;Jawa Tengah;SUSU_A;12;4500"
"2022-08-01;Jakarta Pusat;DKI Jakarta;SUSU_C;2;29870"
"2022-12-12;Jakarta Pusat;DKI Jakarta;SUSU_P;2;5900"
"2022-10-28;Surakarta;Jawa Tengah;SUSU_L;3;3030"
"2022-12-04;Bogor;Jawa Barat;SUSU_P;24;1590"
"2022-10-06;Jakarta Selatan;DKI Jakarta;SUSU_B;2;4500"
"2022-11-04;Jakarta Pusat;DKI Jakarta;SUSU_P;1;9040"
"2022-08-29;Jakarta Pusat;DKI Jakarta;SUSU_J;10;7400"
"2022-11-12;Jakarta Selatan;DKI Jakarta;SUSU_S;2;10450"
"2022-09-30;Jakarta Pusat;DKI Jakarta;SUSU_R;6;10450"
"2022-12-23;Yogyakarta;Yogyakarta;SUSU_P;2;1490"
"2022-09-22;Jakarta Utara;DKI Jakarta;SUSU_B;1;17450"
"2022-12-31;Yogyakarta;Yogyakarta;SUSU_L;2;5900"
"2022-10-11;Jakarta Pusat;DKI Jakarta;SUSU_H;4;17450"
"2022-12-16;Jakarta Barat;DKI Jakarta;SUSU_A;1;13250"
"2022-09-22;Jakarta Barat;DKI Jakarta;SUSU_W;6;4500"
"2022-11-06;Malang;Jawa Timur;SUSU_H;3;10450"
